Success,Time,Execution Time(s),RAND,AUTN
0,14:21:56.039391,0.8929650783538818,73B08CBCE2EB87D8F23B392A5FF3F1C9,CD48FAA3E36180000C55254F6F99D662
0,14:21:56.932772,0.9058339595794678,B594BE65D0E2914EEEB79C0124E9917A,F706E52F1A1380009D4E39B74E9DC25D
0,14:21:57.839093,0.8948969841003418,6D35DED6C1FCE090195645FC34BB9BC3,CF4EB607233F800069B40C4E995664E3
0,14:21:58.734367,0.8958921432495117,FCC8475C6FCE9437077EA0B16158B3FC,BD1B280AED0E8000920C428BA4376654
0,14:21:59.630692,0.9059278964996338,23E973701CDBB149E4B957DA3D42E89B,AA6F414E3ECB8000593C82C179359C26
0,14:22:00.537020,0.8949570655822754,4C186B80E0F9E45EC80738321C382E0E,6C84FB9860AB8000FB04232D80BF1D36
0,14:22:01.432521,0.8877558708190918,E4DA1C8AD1E5322F4BEC928D0100740F,D8E1AAAE013E8000D85A870228ED7FD7
0,14:22:02.320774,0.908972978591919,EBEC5FF20D26AD7688E27C9499CB3F30,000D5831B59980008CCC6110B7C7ADB5
0,14:22:03.230156,0.9029688835144043,7E3E45FA2F47DAB3A0B4DBCECE5B9805,D3793CE710DB8000BEB1CAB120B5C832
0,14:22:04.133493,0.9026670455932617,EA4AF662A8E05FACB6C3FE9CD2F9D2E3,BD6CAF388D018000DC21F2F77A4B88B2
0,14:22:05.036577,0.8976149559020996,1323511C7258080AFF944DA72C78FD22,0DCAC06109CD8000579B7616D14C91A2
0,14:22:05.934972,0.8956758975982666,7B0E024EE17D6B52E5A825979393423E,E380095208558000501183625E38B048
0,14:22:06.831047,0.8968122005462646,74B35E2BC1FA5DBC78CE97E6E32CF3E7,F2A415906A3C8000F353264D37BF1425
0,14:22:07.728338,0.9017009735107422,F07FDB95AF0591AF9E72A140F3EAF629,DF04666E980180005F7445DD64A051C8
0,14:22:08.630476,0.8982689380645752,7F9D1360F8772530A3BF04A6D93BECAA,0C3314ED8C5B800084AAE98F7F3FF368
0,14:22:09.529252,0.896697998046875,4D8EC290B5D249706834495F317879C8,B521A2F6C17980009147E56493ECC57B
0,14:22:10.426474,0.9068160057067871,9411B1A9A44235F919062D51310F16AA,3A926958F2C1800036A267FECAC23095
0,14:22:11.333826,0.8938350677490234,D7295ADA590330364EE69ED5E110FB54,F9705D405E398000F57C73D48B8B9598
0,14:22:12.228127,0.8907899856567383,7749D52347296DA253B0A74183BB122F,F7D0FEC7C4B88000287BEAA1B5D175F5
0,14:22:13.119373,0.9038369655609131,E0D6501AE4DE461D13363B58899FE28A,8E716D7EBE7F80006711800FD44F117E
0,14:22:14.023631,0.9020130634307861,D2BA89FD38172EFED26D446253CB7D7E,41CCB01171A380009A0B8D5782A4576A
0,14:22:14.925986,0.8950960636138916,9CC7A33DE0031F7956E5280E980AA2AA,E71BBF2AF62F8000D551436ED88D2573
0,14:22:15.821533,0.9039821624755859,09EDE507088636B2FA0707B9EB4C1958,9CD037CDDBCD8000D35CC2CEE88F2D14
0,14:22:16.726034,0.8966491222381592,E3901666D79010BABCE9FBEA9345B862,A95E705E380B8000A6AE74D09684909B
0,14:22:17.623179,0.8970189094543457,80B2FC3BB0764DC1CD9C01BB57CF2124,CB5DE694E34E8000E740407EC3D7520C
0,14:22:18.520622,0.8968000411987305,BAC67B0EC10A9E984D9E5A52B0DFE4D3,0636159C6DB88000C96225F0DBF019B6
0,14:22:19.417813,0.9068329334259033,CD177FC57731AB5667CC43BAF3EA7CDA,5E2FC2B4F4FD8000852C3F353AF180D7
0,14:22:20.325156,0.8969120979309082,15F42EEAA72F42A700EDD294FBBFF78F,8BBA0798DA1C80004B74994C1A49025F
0,14:22:21.222495,0.9020771980285645,0BC948D1C22C0C6276F01C871BEFE0C2,0669B2EA2F8B80000C8B8EFD28566D9B
0,14:22:22.125103,0.8916060924530029,4A69172889041A9DAF9D599B28D11F96,851DD8DBD89A800060F65D56D6804B14
0,14:22:23.017216,0.8938870429992676,96F27C52524B40A1912B46296185E2CD,B01F6CCBE44480003FD2E7A1EB9BDBAD
0,14:22:23.911497,0.9129359722137451,7A021C7B152055BA1798AA9C9F1CE08C,5E58EF62251380008DEE0590ADDB2DB7
0,14:22:24.824843,0.895017147064209,078E760349E1D2FAF7C3AA0E5A845FAB,8E4337F145048000F7D868F46A8E8F3E
0,14:22:25.720331,0.891822099685669,56D0A08C23CBEED6F06F684F286D4973,505B712FBF1680001409EC47EB4B81E4
